base_title,episodes,year,rating,genres,mood,complexity,pacing,target_audience,themes,setting,art_style,popularity_score
Mo Dao Zu Shi (Grandmaster of Demonic Cultivation),35,2018,8.5,"['Action', 'Adventure', 'Supernatural', 'Romance']",mystery,high,medium,mature,necromancy_reincarnation_mystery,ancient_china_inspired,stylized,86
Scissor Seven,30,2018,8.4,"['Action', 'Comedy']",assassin,low,fast,teen_adult,assassin_comedy_amnesia,modern_china,simple_fluid,82
The Daily Life of the Immortal King,36,2020,7.3,"['Action', 'Comedy', 'Fantasy', 'Slice of Life']",overpowered,low,medium,teen,op_mc_school_life,modern_magic_school,standard,83
The King's Avatar,36,2017,7.9,"['Action', 'Adventure']",esports,medium,medium,teen_adult,pro_gaming_comeback,modern_china_esports,cgi_hybrid,84
Cagaster of an Insect Cage,12,2020,6.6,"['Action', 'Sci-Fi', 'Horror']",post_apocalyptic,medium,medium,mature,giant_insects_survival,post_apocalyptic,cgi,70
Dorohedoro,12,2020,8.0,"['Action', 'Comedy', 'Fantasy', 'Horror']",chaotic,high,medium,mature,amnesia_magic_dystopia,grimy_city,unique_cgi,84
Japan Sinks: 2020,10,2020,6.5,"['Drama', 'Sci-Fi']",disaster,medium,fast,mature,natural_disaster_survival_family,modern_japan,yuasa,73
B: The Beginning,18,2018,7.1,"['Action', 'Mystery', 'Supernatural', 'Suspense']",crime_thriller,high,medium,mature,serial_killer_supernatural,futuristic_nation,sleek,78
Sirius the Jaeger,12,2018,6.9,"['Action', 'Supernatural', 'Historical']",vampire_hunter,medium,medium,mature,vampires_werewolves_revenge,1930s_japan,standard,76
Kabaneri of the Iron Fortress,12,2016,7.2,"['Action', 'Fantasy', 'Horror']",steampunk_zombies,medium,fast,mature,zombies_survival_steampunk,post_apocalyptic_japan,wit_studio,85
God of High School,13,2020,7.1,"['Action', 'Adventure', 'Fantasy']",tournament,low,very_fast,teen,martial_arts_tournament_gods,modern_korea,dynamic,87
Tower of God,13,2020,7.6,"['Action', 'Adventure', 'Fantasy']",mysterious_tower,medium,medium,teen,climbing_tower_mystery_adventure,the_tower,stylized,89
Noblesse,13,2020,6.4,"['Action', 'Supernatural']",vampire,low,medium,teen,noble_vampire_school_life,modern_korea,standard,81
Blade Runner: Black Lotus,13,2021,6.5,"['Action', 'Sci-Fi', 'Suspense']",cyberpunk,medium,medium,mature,replicants_memory_revenge,futuristic_los_angeles,cgi,69
Takt Op. Destiny,12,2021,6.9,"['Action', 'Fantasy', 'Music']",classical_music,medium,medium,teen_adult,music_fighting_monsters,future_america,beautiful,78
The World Ends with You: The Animation,12,2021,6.2,"['Action', 'Supernatural']",reapers_game,medium,fast,teen,survival_game_tokyo_afterlife,shibuya,stylized,75
Dragon's Dogma,7,2020,5.9,"['Action', 'Fantasy']",dark_fantasy,low,medium,mature,revenge_dragon_seven_sins,medieval_fantasy,cgi,68
Yasuke,6,2021,6.0,"['Action', 'Fantasy', 'Historical']",afro_samurai,medium,fast,mature,black_samurai_magic_mecha,alternate_feudal_japan,mappa,74
Super Crooks,13,2021,7.2,"['Action', 'Comedy']",heist,low,medium,mature,supervillains_heist_comedy,modern_world,bones,76
Spriggan,6,2022,6.8,"['Action', 'Sci-Fi']",ancient_aliens,medium,episodic,mature,ancient_artifacts_secret_agents,international,modern_cgi,73
Exception,8,2022,5.7,"['Sci-Fi', 'Horror', 'Suspense']",space_horror,medium,slow,mature,3d_printing_humanity_space,space_ship,unique_cgi,64
Vampire in the Garden,5,2022,7.0,"['Action', 'Drama', 'Fantasy']",vampire_human,medium,medium,mature,war_music_coexistence,post_apocalyptic,wit_studio,71
Romantic Killer,12,2022,7.8,"['Comedy', 'Romance']",anti_romance,low,fast,teen,parody_romance_tropes_gaming,modern_school,colorful,83
Bastard!! Heavy Metal, Dark Fantasy,24,2022,6.9,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Ecchi']",80s_metal,low,medium,mature,dark_schneider_magic_ecchi,fantasy_world,modernized_retro,77
Lookism,8,2022,7.7,"['Action', 'Drama', 'Supernatural']",body_swapping,medium,medium,teen,bullying_appearance_duality,modern_korea,clean,85
Make My Day,8,2023,5.1,"['Sci-Fi', 'Horror', 'Mecha']",space_prison,low,medium,mature,prison_break_aliens,frozen_planet,cgi,60
Junji Ito Maniac: Japanese Tales of the Macabre,12,2023,6.2,"['Horror']",anthology,low,episodic,mature,junji_ito_horror_anthology,various,junji_ito,75
The Orbital Children,6,2022,7.1,"['Sci-Fi', 'Adventure']",space_kids,medium,medium,family,ai_space_disaster_kids,space_station,iso_mitsuo,70
My Daemon,13,2023,6.9,"['Sci-Fi', 'Adventure']",kid_and_demon,low,medium,family,post_apocalypse_friendship_nuclear,post_apocalyptic_japan,cgi,68
Akuma Kun,12,2023,7.0,"['Supernatural', 'Mystery']",demon_boy,low,episodic,teen,demon_detective_mystery,modern_japan,modernized_retro,69
Carol & the End of the World,10,2023,7.5,"['Comedy', 'Drama', 'Sci-Fi', 'Slice of Life']",existential,low,slow,mature,apocalypse_mundanity_meaning,modern_earth,western_animation,73
Blue Eye Samurai,8,2023,8.8,"['Action', 'Adventure', 'Drama', 'Historical']",revenge,medium,medium,mature,revenge_identity_edo_japan,edo_period_japan,stunning_cgi,89
